song_name,artist_name,album_names,playlist
Ginza - Cumbia Remix,J Balvin,Ginza (The Remixes),Cumbia Anthems
Noche de Entierro - Cumbia Remix,Daddy Yankee,20 Number 1's Now,Cumbia Anthems
I Remember (Strobelight Edit),deadmau5,Strobelite Seduction,Dance Classics
Saturday Nights,Khalid,Suncity,Down In The Dumps
This Town (feat. Sasha Sloan),Kygo,Stargazing - EP,Down In The Dumps
Shot Down,Khalid,American Teen,Down In The Dumps
Shallow - Radio Edit,Lady Gaga,A Star Is Born Soundtrack (Without Dialogue),Down In The Dumps
Stay,Post Malone,beerbongs & bentleys,Down In The Dumps
"i hate u, i love u (feat. olivia o'brien)",gnash,us,Down In The Dumps
I Fall Apart,Post Malone,Stoney (Deluxe),Down In The Dumps
I'll Never Love Again - Film Version - Radio Edit,Lady Gaga,A Star Is Born Soundtrack (Without Dialogue),Down In The Dumps
the broken hearts club,gnash,the broken hearts club,Down In The Dumps
Consequences - orchestra,Camila Cabello,Consequences (orchestra),Down In The Dumps
Real Friends,Camila Cabello,Real Friends,Down In The Dumps
Always Remember Us This Way,Lady Gaga,A Star Is Born Soundtrack (Without Dialogue),Down In The Dumps
Coaster,Khalid,American Teen,Drifting Apart
Saved,Khalid,American Teen,Drifting Apart
Creep,Radiohead,Pablo Honey,Early Alternative
Scary Monsters And Nice Sprites,Skrillex,Scary Monsters and Nice Sprites EP,Eat Sleep Run Repeat 140 BPM
FEFE (feat. Nicki Minaj & Murda Beatz),6ix9ine,FEFE (feat. Nicki Minaj & Murda Beatz),El Bloque
Bartier Cardi (feat. 21 Savage),Cardi B,Bartier Cardi (feat. 21 Savage),El Bloque
STOOPID,6ix9ine,STOOPID,El Bloque
GOTTI,6ix9ine,Day69: Graduation Day,El Bloque
All The Way Up (Remix),Fat Joe,All The Way Up (Remix) (feat. French Montana & Infared) - Single,El Bloque
GUMMO,6ix9ine,GUMMO,El Bloque
SICKO MODE,Travis Scott,ASTROWORLD,El Bloque
Bodak Yellow (feat. Messiah) - Latin Trap Remix,Cardi B,Bodak Yellow (feat. Messiah) [Latin Trap Remix],El Bloque
Taste (feat. Offset),Tyga,Taste (feat. Offset),El Bloque
Nonstop,Drake,Scorpion,El Bloque
No Good,Kaleo,VINYL: Music From The HBO® Original Series - Vol. 1,Endorphin Rush
Hot Blood,Kaleo,A/B,Endorphin Rush
Black Widow - DJ Turkish Remix,Iggy Azalea,Black Widow (Remixes),Energetic Run 160-165 BPM
Green Valley,Calvin Harris,18 Months,Energetic Run 160-165 BPM
Dirty Vibe,Skrillex,Recess,Energetic Run 160-165 BPM
P.Y.T. (Pretty Young Thing),Michael Jackson,Thriller,Energizing Classics
Welcome To The Jungle,Guns N' Roses,Appetite For Destruction,Energizing Classics
Born to Run,Bruce Springsteen,Born To Run,Energizing Classics
Dancing Queen,ABBA,Arrival,Energizing Classics
Walk This Way,Aerosmith,Toys In The Attic,Energizing Classics
Dancing In the Dark,Bruce Springsteen,Born In The U.S.A.,Energizing Classics
You Can't Hurry Love,Phil Collins,"Hello, I Must Be Going",Energizing Classics
Beat It - Single Version,Michael Jackson,Michael Jackson's This Is It,Energizing Classics
Walking On A Dream,Empire of the Sun,Walking On A Dream,Epic Workout
Saturday Nights,Khalid,Suncity,Everyday Favorites
Guiding Light,Mumford & Sons,Guiding Light,Everyday Favorites
Shallow - Radio Edit,Lady Gaga,A Star Is Born Soundtrack (Without Dialogue),Everyday Favorites
Connection,OneRepublic,Connection,Everyday Favorites
Consequences - orchestra,Camila Cabello,Consequences (orchestra),Everyday Favorites
Money,Mat Kearney,Money,Everyday Favorites
New Light,John Mayer,New Light,Everyday Favorites
My Blood,Twenty One Pilots,Trench,Everyday Favorites
Vertigo,Khalid,Suncity,Everyday Favorites
Let's See What The Night Can Do,Jason Mraz,Know.,Everyday Favorites
Always Remember Us This Way,Lady Gaga,A Star Is Born Soundtrack (Without Dialogue),Everyday Favorites
Light On,Maggie Rogers,Light On,Everyday Favorites
Million Reasons,Lady Gaga,Joanne (Deluxe),Everyday Favorites
I'll Never Love Again - Film Version - Radio Edit,Lady Gaga,A Star Is Born Soundtrack (Without Dialogue),Everyday Favorites
No Es Justo,J Balvin,Vibras,Exitos USA
BEBE,6ix9ine,BEBE,Exitos USA
I Like It,Cardi B,Invasion of Privacy,Exitos USA
Zum Zum,Daddy Yankee,Zum Zum,Exitos USA
Dura - Remix,Daddy Yankee,Dura (Remix),Exitos USA
Firework,Katy Perry,Katy Perry - Teenage Dream: The Complete Confection,Fangirls Run the World
Boyfriend,Justin Bieber,Believe,Fangirls Run the World
Anaconda,Nicki Minaj,The Pinkprint (Deluxe),Fangirls Run the World
Treat You Better,Shawn Mendes,Treat You Better,Fangirls Run the World
Gone,*NSYNC,Celebrity,Fangirls Run the World
Me Too,Meghan Trainor,Thank You (Deluxe),Fangirls Run the World
Perfect,One Direction,Made In The A.M. (Deluxe Edition),Fangirls Run the World
Love You Like A Love Song,Selena Gomez & The Scene,When The Sun Goes Down,Fangirls Run the World
Bye Bye Bye,*NSYNC,No Strings Attached,Fangirls Run the World
See You Again - Rock Mafia Remix,Miley Cyrus,Breakout,Fangirls Run the World
피 땀 눈물,BTS,WINGS,Fantastic K-Workout
MIC Drop (feat. Desiigner) [Steve Aoki Remix],BTS,MIC Drop (feat. Desiigner) [Steve Aoki Remix],Fantastic K-Workout
FAKE LOVE,BTS,Love Yourself 轉 'Tear',Fantastic K-Workout
DNA,BTS,Love Yourself 承 'Her',Fantastic K-Workout
Right Here,THE BOYZ,THE BOYZ 1st Single Album [THE SPHERE],Fantastic K-Workout
Atomic Man,Portugal. The Man,Evil Friends,Feel-Good Indie Rock
Ain't No Mountain High Enough - Stereo Version,Marvin Gaye,The Very Best Of Marvin Gaye,Feelin' Good
Got To Give It Up (Part 1),Marvin Gaye,Number 1's,Feelin' Good
It Takes Two,Marvin Gaye,Take Two,Feelin' Good
I Will Wait,Mumford & Sons,Babel,Feeling Accomplished
Firework,Katy Perry,Katy Perry - Teenage Dream: The Complete Confection,Feeling Accomplished
Steal My Girl,One Direction,FOUR (Deluxe),Feeling Accomplished
I Really Like You,Carly Rae Jepsen,I Really Like You,Feeling Accomplished
Money On My Mind,Sam Smith,In The Lonely Hour (Deluxe Edition),Feeling Accomplished
Not a Bad Thing,Justin Timberlake,Not a Bad Thing,Feeling Accomplished
So What,P!nk,Greatest Hits...So Far!!!,Feeling Accomplished
Rude,MAGIC!,Don't Kill the Magic,Feeling Accomplished
Mirrors,Justin Timberlake,The 20/20 Experience,Feeling Accomplished
True Love,Coldplay,Ghost Stories,Feeling Accomplished
Locked Out Of Heaven,Bruno Mars,Unorthodox Jukebox,Feeling Accomplished
Beautiful Day,U2,The Best Of 1990-2000,Feeling Accomplished
"Ciega, Sordomuda",Shakira,Donde Estan Los Ladrones,Fiesta 90era
Move Ya Body,Nina Sky,Ultimate R&B 2007,Fiesta 90era
Dime Que Me Quieres (Bring A Little Lovin),Ricky Martin,Ricky Martin,Fiesta 90era
MMMBop - Single Version,Hanson,Guilty Pleasures (International Version),Fiesta 90era
Tearin' up My Heart - Radio Edit,*NSYNC,'N Sync,Fiesta 90era
What Do You Mean?,Justin Bieber,What Do You Mean?,Fit & Smiling
Waiting For Love,Avicii,Waiting For Love,Fit & Smiling
Outside,Calvin Harris,Motion,Fit & Smiling
Want to Want Me,Jason Derulo,Want To Want Me,Fit & Smiling
GDFR (feat. Sage The Gemini & Lookas),Flo Rida,GDFR (feat. Sage The Gemini & Lookas),Fit & Smiling
Wake Me Up,Avicii,TRUE,Fit & Smiling
A Sky Full of Stars,Coldplay,A Sky Full Of Stars,Fit & Smiling
Club Can't Handle Me (feat. David Guetta),Flo Rida,Only One Flo [Part 1],Fit & Smiling
Part Of Me,Katy Perry,Katy Perry - Teenage Dream: The Complete Confection,Fit & Smiling
C'est La Vie,Khaled,C'est La Vie,Fitness Araby
Crying in the Club,Camila Cabello,Crying in the Club,For Puerto Rico Por Puerto Rico
Tradición,Gloria Estefan,Mi Tierra,For Puerto Rico Por Puerto Rico
Bendicion Mami,Fat Joe,"Me, Myself & I",For Puerto Rico Por Puerto Rico
Right Now,Nick Jonas,Right Now,Fresh & Chill
Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,Sunflower (Spider-Man: Into the Spider-Verse),Fresh & Chill
Vertigo,Khalid,Suncity,Fresh & Chill
Light On,Maggie Rogers,Light On,Fresh & Chill
Look What I Found,Lady Gaga,A Star Is Born Soundtrack,Fresh & Chill
Suncity (feat. Empress Of),Khalid,Suncity,Fresh & Chill
Better,Khalid,Better,Fresh & Chill
Always Remember Us This Way,Lady Gaga,A Star Is Born Soundtrack (Without Dialogue),Fresh & Chill
Shallow,Lady Gaga,Shallow,Fresh & Chill
Under Pressure,Shawn Mendes,Under Pressure,Fresh & Chill
Dip,Tyga,Dip,Fresh Out The Rapper
Drowning,Mario,Dancing Shadows,Fresh Out The Rapper
Attention,Fat Joe,Attention,Fresh Out The Rapper
My Bestie (feat. Sevyn Streeter),Lloyd,TRU - LP,Fresh Out The Rapper
Taste (feat. Offset),Tyga,Taste (feat. Offset),Fresh Out The Rapper
All Mine,Kanye West,ye,G.O.O.D. Music
Yikes,Kanye West,ye,G.O.O.D. Music
Ghost Town,Kanye West,ye,G.O.O.D. Music
Clique,Kanye West,Kanye West Presents Good Music Cruel Summer,G.O.O.D. Music
Waves,Kanye West,The Life Of Pablo,G.O.O.D. Music
Runaway,Kanye West,My Beautiful Dark Twisted Fantasy,G.O.O.D. Music
Ni**as In Paris,JAY Z,Watch The Throne (Deluxe),G.O.O.D. Music
All Of The Lights,Kanye West,My Beautiful Dark Twisted Fantasy,G.O.O.D. Music
All Falls Down,Kanye West,The College Dropout,G.O.O.D. Music
Mercy.1,Kanye West,Kanye West Presents Good Music Cruel Summer,G.O.O.D. Music
Day 'N' Nite (nightmare),Kid Cudi,Man On The Moon: The End Of Day (Deluxe),G.O.O.D. Music
Heartless,Kanye West,808s & Heartbreak,G.O.O.D. Music
POWER,Kanye West,My Beautiful Dark Twisted Fantasy,G.O.O.D. Music
Pursuit Of Happiness (Nightmare),Kid Cudi,Man On The Moon: The End Of Day (Deluxe),G.O.O.D. Music
Father Stretch My Hands Pt. 1,Kanye West,The Life Of Pablo,G.O.O.D. Music
Jesus Walks,Kanye West,The College Dropout,G.O.O.D. Music
I Wonder,Kanye West,Graduation,G.O.O.D. Music
Fade,Kanye West,The Life Of Pablo,G.O.O.D. Music
Diamonds - Remix,Rihanna,Diamonds (Remix),G.O.O.D. Music
Monster,Kanye West,My Beautiful Dark Twisted Fantasy,G.O.O.D. Music
Pt. 2,Kanye West,The Life Of Pablo,G.O.O.D. Music
Champions,Kanye West,Champions,G.O.O.D. Music
Make Her Say,Kid Cudi,Man On The Moon: The End Of Day (Deluxe),G.O.O.D. Music
Drive Slow,Kanye West,Late Registration,G.O.O.D. Music
Heard 'Em Say,Kanye West,Late Registration,G.O.O.D. Music
Don't Like.1,Kanye West,Kanye West Presents Good Music Cruel Summer,G.O.O.D. Music
Stronger,Kanye West,Graduation,G.O.O.D. Music
Antidote,Travis Scott,Rodeo (Deluxe),G.O.O.D. Music
So Appalled,Kanye West,My Beautiful Dark Twisted Fantasy,G.O.O.D. Music
Ultralight Beam,Kanye West,The Life Of Pablo,G.O.O.D. Music
Family Business,Kanye West,The College Dropout,G.O.O.D. Music
Last Call,Kanye West,The College Dropout,G.O.O.D. Music
Famous,Kanye West,The Life Of Pablo,G.O.O.D. Music
Blame Game,Kanye West,My Beautiful Dark Twisted Fantasy,G.O.O.D. Music
FourFiveSeconds,Rihanna,FourFiveSeconds,G.O.O.D. Music
Paranoid,Kanye West,808s & Heartbreak,G.O.O.D. Music
Birthday Song,2 Chainz,Birthday Song (Explicit Version),G.O.O.D. Music
Welcome To Heartbreak,Kanye West,808s & Heartbreak,G.O.O.D. Music
Be (Intro),Common,Be,G.O.O.D. Music
Back To Back,Drake,Back To Back,Gameday - Golden State Warriors
"If I'm Lyin, I'm Flyin",Kodak Black,"If I'm Lyin, I'm Flyin",Gameday - Golden State Warriors
Nonstop,Drake,Scorpion,Gameday - Golden State Warriors
King Kunta,Kendrick Lamar,To Pimp A Butterfly,Gameday - Golden State Warriors
Digital Dash,Drake,What A Time To Be Alive,Gameday - Golden State Warriors
Praise The Lord (Da Shine),A$AP Rocky,TESTING,Gameday - Golden State Warriors
Ambitionz Az A Ridah,2Pac,All Eyez On Me,Gameday - Golden State Warriors
Gin And Juice (feat. Dat Nigga Daz),Snoop Dogg,Doggystyle,Gameday - Golden State Warriors
"Notorious Thugs - Amended, 2014 Remastered Version",The Notorious B.I.G.,Life After Death (Remastered Edition) [Amended],Gameday - Golden State Warriors
Madiba Riddim,Drake,More Life,Gameday - Golden State Warriors
Rosa Parks - Radio Version,OutKast,Aquemini,Gameday - Golden State Warriors
March Madness,Future,March Madness,Gameday - Golden State Warriors
Let It Fly (feat. Travis Scott),Lil Wayne,Tha Carter V,Gameday - Golden State Warriors
Bigger Than You (feat. Drake & Quavo),2 Chainz,Bigger Than You feat. Drake & Quavo,Gameday - Golden State Warriors
Big Shot (with Travis Scott),Kendrick Lamar,Black Panther The Album Music From And Inspired By,Gameday - Golden State Warriors
BUTTERFLY EFFECT,Travis Scott,BUTTERFLY EFFECT,Gameday - Golden State Warriors
So Excited,Fat Joe,So Excited,Gameday - Golden State Warriors
"All About U (ft. Nate Dogg, Snoop Dogg, Fatal & Yani Hadati)",2Pac,All Eyez On Me,Gameday - Golden State Warriors
DNA.,Kendrick Lamar,DAMN.,Gameday - Golden State Warriors
ZEZE (feat. Travis Scott & Offset),Kodak Black,ZEZE (feat. Travis Scott & Offset),Gameday - Golden State Warriors
Still D.R.E. - Album Version (Edited),Dr. Dre,2001,Gameday - Golden State Warriors
Alright,Kendrick Lamar,To Pimp A Butterfly,Gameday - Golden State Warriors
God's Plan,Drake,Scorpion,Gameday - Golden State Warriors
The Ways (with Swae Lee),Khalid,Black Panther The Album Music From And Inspired By,Gameday - Golden State Warriors
STOOPID,6ix9ine,STOOPID,Get Turnt
Transformer (feat. Nicki Minaj),Future,Future & Juice WRLD Present... WRLD ON DRUGS,Get Turnt
Nonstop,Drake,Scorpion,Get Turnt
SICKO MODE,Travis Scott,ASTROWORLD,Get Turnt
WORKIN ME,Quavo,W O R K I N M E,Get Turnt
ZEZE (feat. Travis Scott & Offset),Kodak Black,ZEZE (feat. Travis Scott & Offset),Get Turnt
Taste (feat. Offset),Tyga,Taste (feat. Offset),Get Turnt
FEFE (feat. Nicki Minaj & Murda Beatz),6ix9ine,FEFE (feat. Nicki Minaj & Murda Beatz),Get Turnt
LOSE IT (feat. Lil Baby),Quavo,QUAVO HUNCHO,Get Turnt
I Love It (& Lil Pump),Kanye West,I Love It,Get Turnt
LLC,Nicki Minaj,Queen,Get Turnt
NO BYSTANDERS,Travis Scott,ASTROWORLD,Get Turnt
Uproar,Lil Wayne,Tha Carter V,Get Turnt
Praise The Lord (Da Shine),A$AP Rocky,TESTING,Get Turnt
Dip,Tyga,Dip,Get Turnt
SWISH,Tyga,SWISH,Get Turnt
Narcos,Migos,Culture II,Get Turnt
In My Feelings,Drake,Scorpion,Get Turnt
LAMB TALK,Quavo,L A M B T A L K,Get Turnt
Bigger Than You (feat. Drake & Quavo),2 Chainz,Bigger Than You feat. Drake & Quavo,Get Turnt
STARGAZING,Travis Scott,ASTROWORLD,Get Turnt
Real Rich (feat. Gucci Mane),Wiz Khalifa,Real Rich (feat. Gucci Mane),Get Turnt
Drop,G-Eazy,Drop,Get Turnt
WIFI LIT,Future,BEASTMODE 2,Get Turnt
Big Deal,Kid Ink,Big Deal,Get Turnt
Mob Ties,Drake,Scorpion,Get Turnt
Fr Fr (feat. Lil Skies),Wiz Khalifa,Rolling Papers 2,Get Turnt
31 DAYS,Future,BEASTMODE 2,Get Turnt
Nice For What,Drake,Nice For What,Get Turnt
Walk It Talk It,Migos,Culture II,Get Turnt
All Mine,Kanye West,ye,Get Turnt
God's Plan,Drake,Scary Hours,Get Turnt
1942,G-Eazy,1942,Get Turnt
Yikes,Kanye West,ye,Get Turnt
Clout (feat. 21 Savage),Ty Dolla $ign,Clout (feat. 21 Savage),Get Turnt
Stir Fry,Migos,Culture II,Get Turnt
Big Shot (with Travis Scott),Kendrick Lamar,Black Panther The Album Music From And Inspired By,Get Turnt
"One, Two Step",Ciara,Goodies,Get Your Body Right
Super Bass,Nicki Minaj,Pink Friday,Get Your Body Right
Run It!,Chris Brown,Chris Brown,Get Your Body Right
Low (feat T-Pain),Flo Rida,Mail On Sunday,Get Your Body Right
Can't Help But Wait,Trey Songz,Trey Day (U.S. Version),Get Your Body Right
You,Lloyd,Street Love,Get Your Body Right
Buy U a Drank (Shawty Snappin'),T-Pain,Epiphany,Get Your Body Right
Smack That,Akon,Konvicted,Get Your Body Right
Beautiful,Akon,Freedom,Get Your Body Right
I'm N Luv (Wit a Stripper) (feat. Mike Jones),T-Pain,Rappa Ternt Sanga,Get Your Body Right
Down,Jay Sean,All Or Nothing,Get Your Body Right
Whatcha Say,Jason Derulo,Jason Derulo (Deluxe Audio),Get Your Body Right
Let Me Love You,Mario,Let Me Love You,Get Your Body Right
Only Girl (In The World),Rihanna,Loud,Get Your Body Right
Confessions,Usher,Confessions (Special Edition),Get Your Body Right
Bottoms Up - feat. Nicki Minaj,Trey Songz,"Passion, Pain & Pleasure",Get Your Body Right
ZEZE (feat. Travis Scott & Offset),Kodak Black,ZEZE (feat. Travis Scott & Offset),Global Top 50
Shallow,Lady Gaga,A Star Is Born Soundtrack,Global Top 50
Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,Sunflower (Spider-Man: Into the Spider-Verse),Global Top 50
Better,Khalid,Suncity,Global Top 50
Without Me,Halsey,Without Me,Global Top 50
Promises (with Sam Smith),Calvin Harris,Promises (with Sam Smith),Global Top 50
I Love It (& Lil Pump),Kanye West,I Love It,Global Top 50
SICKO MODE,Travis Scott,ASTROWORLD,Global Top 50
Fine China,Future,Future & Juice WRLD Present... WRLD ON DRUGS,Global Top 50
Girls Like You (feat. Cardi B),Maroon 5,Red Pill Blues (Deluxe),Global Top 50
Lucid Dreams,Juice WRLD,Goodbye & Good Riddance,Global Top 50
Suncity (feat. Empress Of),Khalid,Suncity,Global Top 50
In My Feelings,Drake,Scorpion,Global Top 50
Better Now,Post Malone,beerbongs & bentleys,Global Top 50
BEBE,6ix9ine,BEBE,Global Top 50
I Like It,Cardi B,Invasion of Privacy,Global Top 50
Taste (feat. Offset),Tyga,Taste (feat. Offset),Global Top 50
Vertigo,Khalid,Suncity,Global Top 50
FEFE (feat. Nicki Minaj & Murda Beatz),6ix9ine,FEFE (feat. Nicki Minaj & Murda Beatz),Global Top 50
Lucky You (feat. Joyner Lucas),Eminem,Kamikaze,Global Top 50
Venom - Music From The Motion Picture,Eminem,Kamikaze,Global Top 50
Nonstop,Drake,Scorpion,Global Top 50
rockstar (feat. 21 Savage),Post Malone,beerbongs & bentleys,Global Top 50
High Hopes,Panic! At The Disco,Pray For The Wicked,Global Top 50
Better,Khalid,Suncity,Global Viral 50
BEBE,6ix9ine,BEBE,Global Viral 50
I Love It (& Lil Pump),Kanye West,I Love It,Global Viral 50
Promises (with Sam Smith),Calvin Harris,Promises (with Sam Smith),Global Viral 50
BEBE,6ix9ine,BEBE,Global X
I Like It,Cardi B,Invasion of Privacy,Global X
IDOL,BTS,Love Yourself 結 'Answer',Global X
Real Friends,Camila Cabello,Real Friends,Global X
"Soco (feat. Wizkid, Ceeza Milli, Spotless & Terri)",Starboy,"Soco (feat. Wizkid, Ceeza Milli, Spotless & Terri)",Global X
Rosa Parks - Radio Version,OutKast,Aquemini,Gold School
Find a Way,A Tribe Called Quest,The Love Movement,Gold School
Loungin (Who Do Ya Luv),LL Cool J,All World,Gold School
Ghetto Supastar (That is What You Are),Pras,Ghetto Supastar,Gold School
Let Me Blow Ya Mind,Eve,Scorpion,Gold School
The Way You Move (feat. Sleepy Brown) - Club Mix,OutKast,Speakerboxxx/The Love Below,Gold School
Da Art of Storytellin' (Pt. 1),OutKast,Aquemini,Gold School
The Light,Common,Go! Common Classics,Gold School
My Life,The Game,LAX,Gold School
All N My Grill (feat. Big Boi),Missy Elliott,Da Real World,Gold School
Ruff Ryders' Anthem,DMX,It's Dark And Hell Is Hot,Gold School
The Way I Am,Eminem,The Marshall Mathers LP,Gold School
Gimme Some More,Busta Rhymes,Extinction Level Event: The Final World Front,Gold School
Magic Stick,Lil' Kim,La Bella Mafia,Gold School
Welcome to Atlanta,Jermaine Dupri,Instructions (Explicit Version),Gold School
Hate It Or Love It,The Game,The Documentary,Gold School
"So Fresh, So Clean",OutKast,Stankonia,Gold School
Cake,Lloyd Banks,Rotten Apple,Gold School
Drop It Like It's Hot,Snoop Dogg,R&G (Rhythm & Gangsta): The Masterpiece,Gold School
Hotel California - Remastered,Eagles,Hotel California (Remastered),Good Times_ Great Oldies
Free Fallin',Tom Petty,Full Moon Fever,Good Times_ Great Oldies
Fire And Rain,James Taylor,Sweet Baby James,Good Times_ Great Oldies
Dancing In the Dark,Bruce Springsteen,Born In The U.S.A.,Good Times_ Great Oldies
Carolina In My Mind,James Taylor,Greatest Hits,Good Times_ Great Oldies
Memorized,Mat Kearney,Memorized,Good Vibes
Love Lies (with Normani),Khalid,Love Lies (with Normani),Good Vibes
Suttin Like That (Instrumental),KURUPT FM,Suttin Like That,Grime Instrumentals
It Wasn't Me,Shaggy,The Boombastic Collection - Best of Shaggy,Guilty Pleasures
Call Me Maybe,Carly Rae Jepsen,Call Me Maybe,Guilty Pleasures
Country Grammar (Hot Shit),Nelly,Country Grammar,Guilty Pleasures
Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song],Shakira,Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song],Guilty Pleasures
Hey There Delilah,Plain White T's,Hey There Delilah,Guilty Pleasures
Blue (Da Ba Dee) - Extended Remix,Eiffel 65,Europop,Guilty Pleasures
Africa,Toto,Toto IV,Guilty Pleasures
Man! I Feel Like A Woman!,Shania Twain,Greatest Hits,Guilty Pleasures
Bye Bye Bye,*NSYNC,No Strings Attached,Guilty Pleasures
Toxic,Britney Spears,Greatest Hits: My Prerogative,Guilty Pleasures
Ice Ice Baby,Vanilla Ice,Vanilla Ice Is Back! - Hip Hop Classics,Guilty Pleasures
Baby Got Back,Sir Mix-A-Lot,Jackass The Movie (The Official Soundtrack),Guilty Pleasures
All The Small Things,blink-182,Enema Of The State,Guilty Pleasures
"Sugar, We're Goin Down",Fall Out Boy,From Under The Cork Tree,Guilty Pleasures
A Thousand Miles,Vanessa Carlton,Best Of,Guilty Pleasures
Closing Time,Semisonic,20th Century Masters: The Millennium Collection: Best Of Semisonic,Guilty Pleasures
U Can't Touch This,MC Hammer,Please Hammer Don't Hurt 'Em,Guilty Pleasures
Sussudio,Phil Collins,No Jacket Required,Guilty Pleasures
I Kissed A Girl,Katy Perry,One Of The Boys,Guilty Pleasures
Iris,The Goo Goo Dolls,Greatest Hits Volume One - The Singles,Guilty Pleasures
Beverly Hills,Weezer,Make Believe (UK Version),Guilty Pleasures
Party Up,DMX,The Best Of DMX,Guilty Pleasures
Livin' la Vida Loca,Ricky Martin,Ricky Martin,Guilty Pleasures
Tainted Love,Marilyn Manson,Music From The Motion Picture Not Another Teen Movie,Guilty Pleasures
MMMBop,Hanson,Middle Of Nowhere,Guilty Pleasures
Don't Go Breaking My Heart,Elton John,Gnomeo and Juliet (Original Motion Picture Soundtrack),Guilty Pleasures
We Didn't Start the Fire,Billy Joel,The Essential Billy Joel,Guilty Pleasures
What's Luv? (feat. Ja-Rule & Ashanti),Fat Joe,Jealous Ones Still Envy (J.O.S.E),Guilty Pleasures
I'm Like A Bird,Nelly Furtado,"Whoa, Nelly!",Guilty Pleasures
Believe,Cher,Believe,Guilty Pleasures
I Don't Want to Miss a Thing,Aerosmith,Armageddon - The Album,Guilty Pleasures
Mean,Taylor Swift,Speak Now,Guilty Pleasures
Born To Be Yours,Kygo,Born To Be Yours,Happy Beats
The Nights,Avicii,The Days / Nights,Happy Beats
Never Let You Go (feat. John Newman),Kygo,Kids in Love,Happy Beats
Ain't No Mountain High Enough,Marvin Gaye,United,Happy Days
Here Comes The Sun - Remastered 2009,The Beatles,Abbey Road (Remastered),Happy Days
I Heard It Through The Grapevine - Single Version (Mono),Marvin Gaye,Anthology: The Best Of Marvin Gaye,Happy Days
Everyday - Single Version,Buddy Holly,Greatest Hits,Happy Days
Sleep On The Floor,The Lumineers,Cleopatra,Happy Folk
Cleopatra,The Lumineers,Cleopatra,Happy Folk
Ophelia,The Lumineers,Ophelia,Happy Folk
Ho Hey,The Lumineers,The Lumineers,Happy Folk
Fool You’ve Landed,Mumford & Sons,Johannesburg,Happy Folk
Wildfire,John Mayer,Paradise Valley,Happy Folk
Promises (with Sam Smith),Calvin Harris,Promises (with Sam Smith),Happy Hits!
Lost In Japan - Remix,Shawn Mendes,Lost In Japan (Remix),Happy Hits!
Without You (feat. Sandro Cavazza),Avicii,AVĪCI (01),Happy Hits!
Heartline,Craig David,Heartline,Happy Hits!
NO EXCUSES,Meghan Trainor,NO EXCUSES,Happy Hits!
Meant to Be (feat. Florida Georgia Line),Bebe Rexha,All Your Fault: Pt. 2,Happy Hits!
Stargazing,Kygo,Stargazing - EP,Happy Hits!
Who Do You Trust?,Papa Roach,Who Do You Trust?,Hard Rock Workout
Renegade Music,Papa Roach,Renegade Music,Hard Rock Workout
Bulletproof,Godsmack,Bulletproof,Hard Rock Workout
Youth Of The Nation,P.O.D.,Satellite (U.S. Version WEA Distribution),Hard Rock Workout
Got the Life,Korn,Follow The Leader,Hard Rock Workout
The Line,Foo Fighters,Concrete and Gold,Hard Rock Workout
Hardwired,Metallica,Hardwired…To Self-Destruct,Hard Rock Workout
Go (Remastered),Pearl Jam,Vs.,Hard Rock Workout
Last Resort,Papa Roach,Infest,Hard Rock Workout
KILL4ME,Marilyn Manson,Heaven Upside Down,Hard Rock Workout
Freak On a Leash,Korn,Follow The Leader,Hard Rock Workout
Spit Out the Bone,Metallica,Hardwired…To Self-Destruct,Hard Rock Workout
Black Is The Soul,Korn,The Serenity of Suffering,Hard Rock Workout
Now That We're Dead,Metallica,Hardwired…To Self-Destruct,Hard Rock Workout
Here Comes The Sun - Remastered 2009,The Beatles,Abbey Road (Remastered),Have a Great Day!
Ain't No Mountain High Enough - Stereo Version,Marvin Gaye,The Very Best Of Marvin Gaye,Have a Great Day!
Africa,Toto,Toto IV,Have a Great Day!
You Can't Hurry Love,Phil Collins,"Hello, I Must Be Going",Have a Great Day!
Stayin' Alive - Remastered Version,Bee Gees,Number Ones,Have a Great Day!
I'm Yours,Jason Mraz,We Sing. We Dance. We Steal Things.,Have a Great Day!
Dancing Queen,ABBA,Arrival,Have a Great Day!
Hey Ya! - Radio Mix / Club Mix,OutKast,The Way You Move / Hey Ya!,Have a Great Day!
Highway to Hell,AC/DC,Highway to Hell,Have a Great Day!
Twist And Shout - Remastered 2009,The Beatles,Please Please Me (Remastered),Have a Great Day!
Hound Dog,Elvis Presley,Elvis' Golden Records,Have a Great Day!
You Shook Me All Night Long,AC/DC,Who Made Who,Have a Great Day!
"Rocket Man (I Think It's Going To Be A Long, Long Time)",Elton John,Honky Chateau,Have a Great Day!
Bennie And The Jets - Remastered 2014,Elton John,Goodbye Yellow Brick Road (40th Anniversary Celebration/ Super Deluxe Edition),Have a Great Day!
Red Red Wine,UB40,The Very Best Of,Have a Great Day!
Black or White - Single Version,Michael Jackson,The Essential Michael Jackson,Have a Great Day!
Roses,OutKast,Speakerboxxx/The Love Below,Have a Great Day!
